Experiment,Study,Species A,Species B,species_pair,Fraction inoculum,Training environment,Testing environment,Testing community,AinA mean,AinA se,AinA N,AinB mean,AinB se,AinB N,BinB mean,BinB se,BinB N,BinA mean,BinA se,BinA N,AinR mean,AinR se,AinR N,BinR mean,BinR se,BinR N,author,year,who_entered,study_control_type,control_type,Study_sterilization_method
131,172,elymus_canadensis,monarda_fistulosa,elymus_canadensis_monarda_fistulosa,0.067,Lab,Lab,Community,4.0115,0.991189849,10,6.3128,1.531871802,10,1.585,0.306839372,10,1.9288,0.648933686,10,8.7,1.27,10,0.322,0.222,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,elymus_canadensis,parthenium_integrifolium,elymus_canadensis_parthenium_integrifolium,0.067,Lab,Lab,Community,4.0115,0.991189849,10,4.9401,0.881652305,10,0.4333,0.087075197,10,0.3826,0.065897429,10,8.7,1.27,10,0.0247,0.0062,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,elymus_canadensis,panicum_virgatum,elymus_canadensis_panicum_virgatum,0.067,Lab,Lab,Community,4.0115,0.991189849,10,4.0431,1.177085425,10,0.3725,0.07644377,10,0.4966,0.113620147,10,8.7,1.27,10,0.141,0.058,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,elymus_canadensis,rudbeckia_hirta,elymus_canadensis_rudbeckia_hirta,0.067,Lab,Lab,Community,4.0115,0.991189849,10,5.5164,1.051548205,10,1.2725,0.32554608,10,1.0566,0.287359442,10,8.7,1.27,10,0.0179,0.0044,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,elymus_canadensis,sporobolus_heterolepis,elymus_canadensis_sporobolus_heterolepis,0.067,Lab,Lab,Community,4.0115,0.991189849,10,2.717714286,0.727416456,7,0.051857143,0.012358588,7,0.0476,0.007690109,10,8.7,1.27,10,0.0154,0.0028,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,elymus_canadensis,schizachyrium_scoparium,elymus_canadensis_schizachyrium_scoparium,0.067,Lab,Lab,Community,4.0115,0.991189849,10,4.988545455,0.800860825,11,0.514,0.057678892,11,0.4874,0.075251017,10,8.7,1.27,10,0.0252,0.0059,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,elymus_canadensis,tradescantia_ohiensis,elymus_canadensis_tradescantia_ohiensis,0.067,Lab,Lab,Community,4.0115,0.991189849,10,6.5561,0.902349593,10,1.8474,0.323240922,10,1.079,0.2649488,10,8.7,1.27,10,2.82,0.73,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,monarda_fistulosa,parthenium_integrifolium,monarda_fistulosa_parthenium_integrifolium,0.067,Lab,Lab,Community,1.585,0.306839372,10,1.4847,0.597947397,10,0.4333,0.087075197,10,0.5037,0.062473826,10,0.322,0.222,10,0.0247,0.0062,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,monarda_fistulosa,panicum_virgatum,monarda_fistulosa_panicum_virgatum,0.067,Lab,Lab,Community,1.585,0.306839372,10,1.7888,0.387554894,10,0.3725,0.07644377,10,0.8769,0.13393717,10,0.322,0.222,10,0.141,0.058,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,monarda_fistulosa,rudbeckia_hirta,monarda_fistulosa_rudbeckia_hirta,0.067,Lab,Lab,Community,1.585,0.306839372,10,1.3967,0.690527593,10,1.2725,0.32554608,10,1.9345,0.59616635,10,0.322,0.222,10,0.0179,0.0044,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,monarda_fistulosa,sporobolus_heterolepis,monarda_fistulosa_sporobolus_heterolepis,0.067,Lab,Lab,Community,1.585,0.306839372,10,1.337,0.2938994,7,0.051857143,0.012358588,7,0.0523,0.008310703,10,0.322,0.222,10,0.0154,0.0028,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,monarda_fistulosa,schizachyrium_scoparium,monarda_fistulosa_schizachyrium_scoparium,0.067,Lab,Lab,Community,1.585,0.306839372,10,2.426272727,0.916290427,11,0.514,0.057678892,11,0.536,0.080148057,10,0.322,0.222,10,0.0252,0.0059,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,monarda_fistulosa,tradescantia_ohiensis,monarda_fistulosa_tradescantia_ohiensis,0.067,Lab,Lab,Community,1.585,0.306839372,10,0.7931,0.306314996,10,1.8474,0.323240922,10,0.8611,0.218184349,10,0.322,0.222,10,2.82,0.73,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,parthenium_integrifolium,panicum_virgatum,panicum_virgatum_parthenium_integrifolium,0.067,Lab,Lab,Community,0.4333,0.087075197,10,0.7314,0.37248398,10,0.3725,0.07644377,10,0.7562,0.193321942,10,0.0247,0.0062,10,0.141,0.058,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,parthenium_integrifolium,rudbeckia_hirta,parthenium_integrifolium_rudbeckia_hirta,0.067,Lab,Lab,Community,0.4333,0.087075197,10,0.3085,0.0455188,10,1.2725,0.32554608,10,0.8546,0.250527719,10,0.0247,0.0062,10,0.0179,0.0044,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,parthenium_integrifolium,sporobolus_heterolepis,parthenium_integrifolium_sporobolus_heterolepis,0.067,Lab,Lab,Community,0.4333,0.087075197,10,0.384428571,0.086853697,7,0.051857143,0.012358588,7,0.0588,0.009472533,10,0.0247,0.0062,10,0.0154,0.0028,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,parthenium_integrifolium,schizachyrium_scoparium,parthenium_integrifolium_schizachyrium_scoparium,0.067,Lab,Lab,Community,0.4333,0.087075197,10,0.435818182,0.063893494,11,0.514,0.057678892,11,0.5043,0.082465757,10,0.0247,0.0062,10,0.0252,0.0059,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,parthenium_integrifolium,tradescantia_ohiensis,parthenium_integrifolium_tradescantia_ohiensis,0.067,Lab,Lab,Community,0.4333,0.087075197,10,0.1725,0.033217883,10,1.8474,0.323240922,10,1.2797,0.367554774,10,0.0247,0.0062,10,2.82,0.73,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,panicum_virgatum,rudbeckia_hirta,panicum_virgatum_rudbeckia_hirta,0.067,Lab,Lab,Community,0.3725,0.07644377,10,0.8591,0.209927101,10,1.2725,0.32554608,10,1.0018,0.219192751,10,0.141,0.058,10,0.0179,0.0044,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,panicum_virgatum,sporobolus_heterolepis,panicum_virgatum_sporobolus_heterolepis,0.067,Lab,Lab,Community,0.3725,0.07644377,10,0.564428571,0.131888997,7,0.051857143,0.012358588,7,0.0477,0.00814596,10,0.141,0.058,10,0.0154,0.0028,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,panicum_virgatum,schizachyrium_scoparium,panicum_virgatum_schizachyrium_scoparium,0.067,Lab,Lab,Community,0.3725,0.07644377,10,0.441363636,0.109937029,11,0.514,0.057678892,11,0.523,0.092681653,10,0.141,0.058,10,0.0252,0.0059,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,panicum_virgatum,tradescantia_ohiensis,panicum_virgatum_tradescantia_ohiensis,0.067,Lab,Lab,Community,0.3725,0.07644377,10,0.4079,0.087687127,10,1.8474,0.323240922,10,0.6811,0.16081649,10,0.141,0.058,10,2.82,0.73,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,rudbeckia_hirta,sporobolus_heterolepis,rudbeckia_hirta_sporobolus_heterolepis,0.067,Lab,Lab,Community,1.2725,0.32554608,10,1.910714286,0.734043683,7,0.051857143,0.012358588,7,0.0748,0.01039316,10,0.0179,0.0044,10,0.0154,0.0028,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,rudbeckia_hirta,schizachyrium_scoparium,rudbeckia_hirta_schizachyrium_scoparium,0.067,Lab,Lab,Community,1.2725,0.32554608,10,0.744545455,0.186222612,11,0.514,0.057678892,11,0.6122,0.079433382,10,0.0179,0.0044,10,0.0252,0.0059,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,rudbeckia_hirta,tradescantia_ohiensis,rudbeckia_hirta_tradescantia_ohiensis,0.067,Lab,Lab,Community,1.2725,0.32554608,10,0.588,0.202715784,10,1.8474,0.323240922,10,0.9309,0.22596526,10,0.0179,0.0044,10,2.82,0.73,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,sporobolus_heterolepis,schizachyrium_scoparium,schizachyrium_scoparium_sporobolus_heterolepis,0.067,Lab,Lab,Community,0.051857143,0.012358588,7,0.057545455,0.009105806,11,0.514,0.057678892,11,0.390857143,0.060244118,7,0.0154,0.0028,10,0.0252,0.0059,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,sporobolus_heterolepis,tradescantia_ohiensis,sporobolus_heterolepis_tradescantia_ohiensis,0.067,Lab,Lab,Community,0.051857143,0.012358588,7,0.0381,0.006546331,10,1.8474,0.323240922,10,0.867857143,0.216168081,7,0.0154,0.0028,10,2.82,0.73,10,Bauer et al,2017,gaurav,FS,GS,heating
131,172,schizachyrium_scoparium,tradescantia_ohiensis,schizachyrium_scoparium_tradescantia_ohiensis,0.067,Lab,Lab,Community,0.514,0.057678892,11,0.2039,0.059835227,10,1.8474,0.323240922,10,0.649181818,0.141886499,11,0.0252,0.0059,10,2.82,0.73,10,Bauer et al,2017,gaurav,FS,GS,heating
27,41,acer_rubrum,acer_saccharum,acer_rubrum_acer_saccharum,0.091,Field,Lab,Individual,12.34972678,0.819672131,60,14.31693989,0.765027322,60,85.38251366,4.781420765,60,90.16393443,4.781420765,60,13.41530055,0.576204828,4,88.96857923,3.55646612,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
27,41,acer_rubrum,fraxinus_americana,acer_rubrum_fraxinus_americana,0.091,Field,Lab,Individual,12.34972678,0.819672131,60,12.78688525,0.710382514,60,84.32432432,5.675675676,60,74.59459459,5.405405405,60,13.41530055,0.576204828,4,71.21621622,4.329599823,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
27,41,acer_rubrum,quercus_rubra,acer_rubrum_quercus_rubra,0.091,Field,Lab,Individual,12.34972678,0.819672131,60,14.64480874,0.819672131,60,1172.131148,49.18032787,60,1040.983607,36.8852459,60,13.41530055,0.576204828,4,1231.557377,33.40541063,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
27,41,acer_saccharum,fraxinus_americana,acer_saccharum_fraxinus_americana,0.091,Field,Lab,Individual,85.38251366,4.781420765,60,104.5081967,5.806010929,60,84.32432432,5.675675676,60,75.13513514,5.405405405,60,88.96857923,3.55646612,4,71.21621622,4.329599823,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
27,41,acer_saccharum,quercus_rubra,acer_saccharum_quercus_rubra,0.091,Field,Lab,Individual,85.38251366,4.781420765,60,95.6284153,4.43989071,60,1172.131148,49.18032787,60,1090.163934,40.98360656,60,88.96857923,3.55646612,4,1231.557377,33.40541063,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
27,41,fraxinus_americana,quercus_rubra,fraxinus_americana_quercus_rubra,0.091,Field,Lab,Individual,84.32432432,5.675675676,60,77.2972973,5.405405405,60,1172.131148,49.18032787,60,1057.377049,40.98360656,60,71.21621622,4.329599823,4,1231.557377,33.40541063,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
28,41,acer_rubrum,acer_saccharum,acer_rubrum_acer_saccharum,0.091,Field,Lab,Individual,341.2162162,25.33783784,30,395.2702703,30.40540541,15,867.4863388,64.89071038,30,744.5355191,81.96721311,15,487.3310811,22.19773919,4,689.8907104,33.74500144,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
28,41,acer_rubrum,fraxinus_americana,acer_rubrum_fraxinus_americana,0.091,Field,Lab,Individual,341.2162162,25.33783784,30,354.7297297,25.33783784,15,1114.754098,92.89617486,30,994.5355191,92.89617486,15,487.3310811,22.19773919,4,1346.994536,77.92874698,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
28,41,acer_rubrum,quercus_rubra,acer_rubrum_quercus_rubra,0.091,Field,Lab,Individual,341.2162162,25.33783784,30,402.027027,32.09459459,15,3532.608696,149.4565217,30,3097.826087,149.4565217,15,487.3310811,22.19773919,4,3695.652174,100.4768985,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
28,41,acer_saccharum,fraxinus_americana,acer_saccharum_fraxinus_americana,0.091,Field,Lab,Individual,867.4863388,64.89071038,30,594.2622951,61.47540984,15,1114.754098,92.89617486,30,994.5355191,103.8251366,15,689.8907104,33.74500144,4,1346.994536,77.92874698,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
28,41,acer_saccharum,quercus_rubra,acer_saccharum_quercus_rubra,0.091,Field,Lab,Individual,867.4863388,64.89071038,30,676.2295082,58.06010929,15,3532.608696,149.4565217,30,3288.043478,149.4565217,15,689.8907104,33.74500144,4,3695.652174,100.4768985,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
28,41,fraxinus_americana,quercus_rubra,fraxinus_americana_quercus_rubra,0.091,Field,Lab,Individual,1114.754098,92.89617486,30,1016.393443,98.36065574,15,3532.608696,149.4565217,30,3179.347826,163.0434783,15,1346.994536,77.92874698,4,3695.652174,100.4768985,4,McCarthy-Neumann and Kobe,2010,gaurav,CS,CS,autoclaving
42,77,arctium_tomentosum,bromus_sterilis,arctium_tomentosum_bromus_sterilis,1,Field,Lab,Population,0.11,0.008622,3,0.150667,0.010398,3,0.202333,0.004807,3,0.152667,0.023905,3,0.353222,0.015714776,3,0.700777667,0.079514907,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,arctium_tomentosum,trifolium_campestre,arctium_tomentosum_trifolium_campestre,1,Field,Lab,Population,0.11,0.008622,3,0.159,0.003512,3,0.503667,0.020342,3,0.479333,0.059499,3,0.353222,0.015714776,3,0.131222333,0.033052084,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,arrhenaterum_elatius,medicago_lupulina,arrhenaterum_elatius_medicago_lupulina,1,Field,Lab,Population,0.150667,0.038412,3,0.172333,0.060248,3,0.884333,0.076172,3,0.826333,0.297452,3,0.644,0.085138674,3,0.835333333,0.100033172,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,arrhenaterum_elatius,plantago_lanceolata,arrhenaterum_elatius_plantago_lanceolata,1,Field,Lab,Population,0.150667,0.038412,3,0.138333,0.032385,3,0.171333,0.021736,3,0.123333,0.022821,3,0.644,0.085138674,3,0.786111333,0.104855768,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,berteroa_incana,echinochloa_crus-galli,berteroa_incana_echinochloa_crus-galli,1,Field,Lab,Population,0.17,0.05116,3,0.176,0.015044,3,0.147,0.060616,3,0.194333,0.066182,3,0.743444667,0.131233165,3,1.382444333,0.064159311,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,berteroa_incana,melilotus_albus,berteroa_incana_melilotus_albus,1,Field,Lab,Population,0.17,0.05116,3,0.263,0.077949,3,0.715667,0.118691,3,0.523667,0.058144,3,0.743444667,0.131233165,3,0.667555667,0.142747881,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,bromus_sterilis,trifolium_campestre,bromus_sterilis_trifolium_campestre,1,Field,Lab,Population,0.202333,0.004807,3,0.225667,0.031965,3,0.503667,0.020342,3,0.732333,0.057762,3,0.700777667,0.079514907,3,0.131222333,0.033052084,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,centaurea_jacea,holcus_lanatus,centaurea_jacea_holcus_lanatus,1,Field,Lab,Population,0.138,0.025007,3,0.149333,0.01846,3,0.148333,0.012347,3,0.145,0.022811,3,0.408111333,0.04529359,3,0.803777667,0.086717665,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,centaurea_jacea,trifolium_pratense,centaurea_jacea_trifolium_pratense,1,Field,Lab,Population,0.138,0.025007,3,0.151333,0.020529,3,0.538333,0.046998,3,0.896,0.056719,3,0.408111333,0.04529359,3,0.440444667,0.043764809,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,dactylis_glomerata,galium_mollugo,dactylis_glomerata_galium_mollugo,1,Field,Lab,Population,0.249667,0.019877,3,0.171667,0.024848,3,0.198667,0.026735,3,0.232333,0.021458,3,1.114444333,0.14717591,3,0.618777667,0.056743557,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,dactylis_glomerata,trifolium_repens,dactylis_glomerata_trifolium_repens,1,Field,Lab,Population,0.249667,0.019877,3,0.261667,0.073021,3,0.876667,0.181197,3,0.859333,0.10338,3,1.114444333,0.14717591,3,0.744555667,0.116958063,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,echinochloa_crus-galli,melilotus_albus,echinochloa_crus-galli_melilotus_albus,1,Field,Lab,Population,0.147,0.060616,3,0.255667,0.060413,3,0.715667,0.118691,3,0.612,0.055561,3,1.382444333,0.064159311,3,0.667555667,0.142747881,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,festuca_rubra,leucanthemum_vulgare,festuca_rubra_leucanthemum_vulgare,1,Field,Lab,Population,0.119333,0.044786,3,0.131,0.00781,3,0.146,0.006658,3,0.089333,0.009939,3,0.528666667,0.078665724,3,0.792222,0.091278931,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,festuca_rubra,vicia_cracca,festuca_rubra_vicia_cracca,1,Field,Lab,Population,0.119333,0.044786,3,0.192,0.019425,3,0.449,0.109473,3,0.433333,0.086318,3,0.528666667,0.078665724,3,0.477444667,0.069788472,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,galium_mollugo,trifolium_repens,galium_mollugo_trifolium_repens,1,Field,Lab,Population,0.198667,0.026735,3,0.177,0.041356,3,0.876667,0.181197,3,1.093,0.124621,3,0.618777667,0.056743557,3,0.744555667,0.116958063,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,holcus_lanatus,trifolium_pratense,holcus_lanatus_trifolium_pratense,1,Field,Lab,Population,0.148333,0.012347,3,0.166667,0.011695,3,0.538333,0.046998,3,0.622,0.086581,3,0.803777667,0.086717665,3,0.440444667,0.043764809,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,hordeum_murinum,tanacetum_vulgare_,hordeum_murinum_tanacetum_vulgare_,1,Field,Lab,Population,0.079333,0.018559,3,0.161667,0.024058,3,0.138,0.049813,3,0.159667,0.038856,3,0.904333667,0.086672322,3,0.676333333,0.119376625,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,hordeum_murinum,vicia_villosa,hordeum_murinum_vicia_villosa,1,Field,Lab,Population,0.079333,0.018559,3,0.204667,0.021674,3,0.899667,0.202769,3,0.882,0.114529,3,0.904333667,0.086672322,3,0.813111333,0.077478449,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,lepidium_campestre,panicum_capillare,lepidium_campestre_panicum_capillare,1,Field,Lab,Population,0.121333,0.049764,3,0.098,0.06689,3,0.228667,0.123145,3,0.197333,0.028638,3,0.728889,0.082690845,3,1.747889,0.140946147,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,lepidium_campestre,trifolium_incarnatum,lepidium_campestre_trifolium_incarnatum,1,Field,Lab,Population,0.121333,0.049764,3,0.196667,0.034479,3,0.349667,0.199394,3,0.324,0.068091,3,0.728889,0.082690845,3,0.415888667,0.051899062,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,leucanthemum_vulgare,vicia_cracca,leucanthemum_vulgare_vicia_cracca,1,Field,Lab,Population,0.146,0.006658,3,0.229333,0.074392,3,0.449,0.109473,3,0.560667,0.076333,3,0.792222,0.091278931,3,0.477444667,0.069788472,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,medicago_lupulina,plantago_lanceolata,medicago_lupulina_plantago_lanceolata,1,Field,Lab,Population,0.884333,0.076172,3,0.672,0.134797,3,0.171333,0.021736,3,0.251667,0.02162,3,0.835333333,0.100033172,3,0.786111333,0.104855768,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,panicum_capillare,trifolium_incarnatum,panicum_capillare_trifolium_incarnatum,1,Field,Lab,Population,0.228667,0.123145,3,0.215667,0.054986,3,0.349667,0.199394,3,0.280333,0.0894,3,1.747889,0.140946147,3,0.415888667,0.051899062,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
42,77,tanacetum_vulgare_,vicia_villosa,tanacetum_vulgare__vicia_villosa,1,Field,Lab,Population,0.138,0.049813,3,0.092,0.047823,3,0.899667,0.202769,3,0.905333,0.179978,3,0.676333333,0.119376625,3,0.813111333,0.077478449,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,arctium_tomentosum,bromus_sterilis,arctium_tomentosum_bromus_sterilis,1,Field,Lab,Community,0.072667,0.012991,3,0.175333,0.019195,3,0.176667,0.016415,3,0.252,0.021008,3,0.268333333,0.015690966,3,1.259666667,0.096988462,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,arctium_tomentosum,trifolium_campestre,arctium_tomentosum_trifolium_campestre,1,Field,Lab,Community,0.072667,0.012991,3,0.178333,0.006119,3,0.256667,0.04662,3,0.187667,0.024511,3,0.268333333,0.015690966,3,0.058888667,0.008877113,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,arrhenaterum_elatius,medicago_lupulina,arrhenaterum_elatius_medicago_lupulina,1,Field,Lab,Community,0.172667,0.043804,3,0.194333,0.037777,3,0.389,0.013204,3,0.623333,0.133961,3,0.900333333,0.064452547,3,0.211666667,0.0316348,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,arrhenaterum_elatius,plantago_lanceolata,arrhenaterum_elatius_plantago_lanceolata,1,Field,Lab,Community,0.172667,0.043804,3,0.189667,0.036434,3,0.092333,0.046563,3,0.213,0.018824,3,0.900333333,0.064452547,3,0.599222333,0.060027824,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,berteroa_incana,echinochloa_crus-galli,berteroa_incana_echinochloa_crus-galli,1,Field,Lab,Community,0.116333,0.035573,3,0.352,0.059366,3,0.041,0.010536,3,0.401333,0.048834,3,0.373555667,0.048631788,3,3.477888667,0.147157712,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,berteroa_incana,melilotus_albus,berteroa_incana_melilotus_albus,1,Field,Lab,Community,0.116333,0.035573,3,0.129,0.035791,3,0.521667,0.052091,3,0.594,0.113715,3,0.373555667,0.048631788,3,0.161111333,0.012379188,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,bromus_sterilis,trifolium_campestre,bromus_sterilis_trifolium_campestre,1,Field,Lab,Community,0.176667,0.016415,3,0.371333,0.023312,3,0.256667,0.04662,3,0.410333,0.090672,3,1.259666667,0.096988462,3,0.058888667,0.008877113,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,centaurea_jacea,holcus_lanatus,centaurea_jacea_holcus_lanatus,1,Field,Lab,Community,0.134,0.044049,3,0.136333,0.017938,3,0.199667,0.018123,3,0.168333,0.05426,3,0.266889,0.031038453,3,1.234,0.047343838,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,centaurea_jacea,trifolium_pratense,centaurea_jacea_trifolium_pratense,1,Field,Lab,Community,0.134,0.044049,3,0.143667,0.022981,3,0.222333,0.065131,3,0.909333,0.197235,3,0.266889,0.031038453,3,0.247333,0.061935812,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,dactylis_glomerata,galium_mollugo,dactylis_glomerata_galium_mollugo,1,Field,Lab,Community,0.167333,0.076669,3,0.375667,0.024592,3,0.068667,0.014263,3,0.163333,0.00441,3,2.315222333,0.170920166,3,0.453888667,0.076359389,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,dactylis_glomerata,trifolium_repens,dactylis_glomerata_trifolium_repens,1,Field,Lab,Community,0.167333,0.076669,3,0.388667,0.192588,3,0.450667,0.044431,3,1.377,0.228038,3,2.315222333,0.170920166,3,0.182111,0.02878323,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,echinochloa_crus-galli,melilotus_albus,echinochloa_crus-galli_melilotus_albus,1,Field,Lab,Community,0.041,0.010536,3,0.398667,0.080632,3,0.521667,0.052091,3,0.678667,0.028427,3,3.477888667,0.147157712,3,0.161111333,0.012379188,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,festuca_rubra,leucanthemum_vulgare,festuca_rubra_leucanthemum_vulgare,1,Field,Lab,Community,0.035667,0.002728,3,0.096667,0.006692,3,0.222,0.012503,3,0.174,0.021385,3,0.428111,0.073547414,3,1.284222333,0.08523331,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,festuca_rubra,vicia_cracca,festuca_rubra_vicia_cracca,1,Field,Lab,Community,0.035667,0.002728,3,0.412,0.27969,3,0.383333,0.057229,3,0.443333,0.097834,3,0.428111,0.073547414,3,0.418777667,0.079592331,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,galium_mollugo,trifolium_repens,galium_mollugo_trifolium_repens,1,Field,Lab,Community,0.068667,0.014263,3,0.237667,0.094862,3,0.450667,0.044431,3,1.091667,0.106235,3,0.453888667,0.076359389,3,0.182111,0.02878323,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,holcus_lanatus,trifolium_pratense,holcus_lanatus_trifolium_pratense,1,Field,Lab,Community,0.199667,0.018123,3,0.313,0.03453,3,0.222333,0.065131,3,0.438333,0.035319,3,1.234,0.047343838,3,0.247333,0.061935812,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,hordeum_murinum,tanacetum_vulgare_,hordeum_murinum_tanacetum_vulgare_,1,Field,Lab,Community,0.177667,0.031184,3,0.222333,0.022512,3,0.019,0.002,3,0.122333,0.039014,3,1.323222333,0.084815372,3,0.357444667,0.093555304,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,hordeum_murinum,vicia_villosa,hordeum_murinum_vicia_villosa,1,Field,Lab,Community,0.177667,0.031184,3,0.236333,0.031317,3,0.783,0.145887,3,1.209667,0.254324,3,1.323222333,0.084815372,3,0.573,0.079968708,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,lepidium_campestre,panicum_capillare,lepidium_campestre_panicum_capillare,1,Field,Lab,Community,0.007,0.001732,3,0.147333,0.064097,3,0.260667,0.077394,3,0.427,0.066461,3,0.867444333,0.098243792,3,1.948444667,0.1863213,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,lepidium_campestre,trifolium_incarnatum,lepidium_campestre_trifolium_incarnatum,1,Field,Lab,Community,0.007,0.001732,3,1.314667,1.149715,3,0.563,0.435604,3,0.224,0.076631,3,0.867444333,0.098243792,3,0.258333667,0.03696982,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,leucanthemum_vulgare,vicia_cracca,leucanthemum_vulgare_vicia_cracca,1,Field,Lab,Community,0.222,0.012503,3,0.414667,0.035409,3,0.383333,0.057229,3,0.462333,0.02536,3,1.284222333,0.08523331,3,0.418777667,0.079592331,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
175,77,medicago_lupulina,plantago_lanceolata,medicago_lupulina_plantago_lanceolata,1,Field,Lab,Community,0.389,0.013204,3,0.783333,0.207659,3,0.092333,0.046563,3,0.339,0.051481,3,0.211666667,0.0316348,3,0.599222333,0.060027824,3,Petermann et al,2008,xinyi,CS,CS,gamma irradiation
